SOYAD, SAYI
CAMURDANOGLU,5
UZELTURKAY,5
OZTULGA,5
CENGELKOYLU,5
KARABOVA,5
EROLUS,5
OZMARMARA,5
OZIRIK,5
ALGUADIS,5
KARYOL,5
ULKENCILER,5
ISICI,5
POLOS,5
KIRIAZI,5
RODRIGUE,5
PAKSIN,5
ERSAYLAN,5
OZARARAT,5
ATIYAS,5
CIBARA,5
OZILLE,5
TABERYAN,5
BILGISIN,5
ZADIK,5
MABRUK,5
GECEER,5
YOUSEFI,5
FERTEKLIGIL,5
AKBAYGIL,5
OZGORGUN,5
SENYAS,5
GARIH,5
GRANTI,5
POZCU,5
OZTECIM,5
AKGUDER,5
ORAYDIN,5
CAVSEZER,5
YALCINYUVA,5
MUTLUSEN,5
ULTALAY,5
ALON,5
SEMENT,5
AKBARI,5
KOKRER,5
CAGLANOGLU,5
BALTAISLEMEZ,5
ARTUGAL,5
APACE,5
OTRAC,5
GOGETAP,5
RUMANI,5
ODYAK,5
KEFMAN,5
DUANAY,5
VILSON,5
TEKKALE,5
SELGUR,5
DIKMENDINC,5
SUBEN,5
ARTALAN,5
ELGIZ,5
ZIAEI,5
UNLUSEREFOGLU,5
DIMITRIYADIS,5
MARKASOGLU,5
YUCAT,5
UNLUKAN,5
ZIMBACI,5
KIRISBALKAN,5
MIHAI,5
PEKMEZEKMEKOGLU,5
ONOVER,5
AYDUCAN,5
TOMURCU,5
EDESSOY,5
INGECMAN,5
YENERAY,5
ESENPINAR,5
CAMSUN,5
ALPTUGAY,5
OZGESOY,5
YESILCUBUK,5
AKONAT,5
CUHEYLAN,5
MOCIN,5
MERVANLIGIL,5
ULUCASOY,5
LOZNAK,5
ZENGINOZDIL,5
TIREGUL,5
HEPGULDAL,5
KALDILAR,5
HACENTMENT,5
ERDEGUL,5
ARIERCETIN,5
CETINONERI,5
ZONTAR,5
IYOLGIL,5
AZATOGULLARI,5
ILUMAN,5
YUKSELEK,5
ALIMGIL,5
LUDWIG,5
YORTU,5
KALAVAK,5
DURMAAL,5
YALINCKOL,5
MALYALI,5
OKUTLU,5
SUSA,5
DUZENDUR,5
MULU,5
BAYKALOGULLARI,5
OZKANARYALIOGLU,5
TOLUTEMUR,5
PEKIYIDIR,5
INCEMOLLAOGLU,5
YURTDURU,5
KULAHIOGLU,5
ERKORULU,5
HASKALKAN,5
RASID,5
ERTERYAKI,5
TARSUSLUOGLU,5
AKANGONUL,5
URERGIL,5
BUDAKDA,5
UGUTMAN,5
DURDURUL,5
BUYUKOZONDER,5
YILGAZ,5
KIVIRCIOGLU,5
USLUKILINC,5
DEHRIOGLU,5
BARABAY,5
YUCEKALELI,5
JADIDI,5
KARSER,5
RAMAZANOVA,5
OZFILIZLER,5
GUTGE,5
AKSOYCAN,5
KUNDAY,5
ERGALIMIDI,5
MUFTIGIL,5
OZILER,5
NILISAZ,5
ZALIOGULLARI,5
MERDI,5
SARSURLUOGLU,5
GIRAYER,5
BUYUKSUDA,5
SENERIM,5
DILMEGANI,5
LOPEZ,5
TIFTIKCIER,5
OZGURSUZ,5
ASSAEL,5
IRENGU,5
LEYLI,5
BUYUKERHUN,5
SEFAYI,5
URFUOGLU,5
TANZIM,5
MIZIKYAN,5
FERDIG,5
OZDIRIKMAN,5
BUYUKOZKAYA,5
GULINAN,5
BUYUKTURKEL,5
EMUROGLU,5
ALTAZLI,5
ICSEV,5
GALAL,5
YURUTURK,5
GANJUK,5
SAYINAY,5
PERVIS,5
RENKLIGUMUS,5
NERIM,5
BITIRGEC,5
AKGULSEN,5
EYICITAK,5
RENKLIYILDIRIM,5
BELENER,5
TUNBIS,5
SUNNUK,5
KUCETLI,5
MEYVACIOGLU,5
KECGUL,5
GUVENGIRIS,5
ERDOK,5
ISRAELYAN,5
YUZBASIC,5
UZUNYILDIRIM,5
DELIKURTOGLU,5
SEHIC,5
IYDIS,5
OZARAYDIN,5
KONDAR,5
BONOMO,5
PENIC,5
AYTANIR,5
ANBARLILAR,5
DOGANSOYSAL,5
AKSURA,5
KIRKKOPRU,5
TOZENIS,5
TIMIS,5
OZCORA,5
HASEFE,5
KASIMBAL,5
KURDALOGLU,5
TANGUZER,5
KUNUTKU,5
MENOKAN,5
ERINCER,5
ATASI,5
ZADA,5
KIZILKARTAL,5
ZORLUUYSAL,5
EKENLEROGLU,5
KESISOGULLARI,5
GURAC,5
GUNGORDUOGLU,5
PANAHZAT,5
DOKUZAGACLI,5
CALONI,5
KORUKLAR,5
UCKURT,5
HERTUNA,5
CEVREK,5
BIKCORA,5
CEKAT,5
AGABIGUN,5
PERGUNT,5
BIRKAY,5
DIRIELYAN,5
BAYEGAN,5
NATAL,5
ATZEL,5
OZMERA,5
GUNEBAKANLI,5
TEZATESER,5
ELBIRLI,5
SEYREKGELEN,5
TUNACAR,5
SANERK,5
SENUNVER,5
PAKNER,5
RIFKES,5
TASYON,5
SEMBOL,5
GULEMER,5
HACOYAN,5
IGVAL,5
OZILKIZ,5
GOZBERK,5
YEYALP,5
ESGEC,5
SERVETKAFTANCI,5
SECILOGLU,5
IDO,5
CERITOGULLARI,5
BUYUKSEKBAN,5
AKKOHEN,5
TULGUR,5
KUCUKMISIRLIYAN,5
AVETYAN,5
ARDEM,5
ERYOLALAN,5
KAVAZANCI,5
BUDUNC,5
TRUPIA,5
ABEN,5
GADARLI,5
TORIKYAN,5
TUNSOY,5
KUMRULUKUS,5
CAMLIBELLI,5
ARRAN,5
FEMIR,5
V.,5
TALVI,5
YAKITAL,5
PORSEMAY,5
OZETI,5
SOMERK,5
EVINTAN,5
HOSSEINZADEH,5
OGUST,5
ARDITTY,5
SISMANYAZICIOGLU,5
HINDILERDEN,5
SUKAL,5
MUTLULU,5
DAVUTYAN,5
NATOF,5
CERIGENC,5
BAGLAS,5
BAZGARLO,5
YAGSIZOGLU,5
KUCUKTALAY,5
VEZIRYAN,5
BEYAZYAN,5
MANKALYALI,5
DUZGUNMAN,5
BERKSEN,5
CERMATYAN,5
TEKARTINYAN,5
DERLEN,5
AKKRIS,5
CELALYAN,5
TUNCBIL,5
CINLEMEZ,5
BOYTUZUN,5
BARUTCIYAN,5
KURUSYAN,5
MODIANO,5
ERAKSAN,5
PULURBEY,5
CIFKURT,5
GORURTEKIN,5
TURGUTOZER,5
ANET,5
SARUHANYAN,5
ERCORAT,5
SEFERYAN,5
FOTOCAN,5
PAKKAL,5
A.KUYUMCUYAN,5
PEKSEREFYAN,5
COSKUNOZER,5
ABAYAN,5
DOKMECIBASI,5
OZKAGRA,5
KURTYAN,5
UMUTYAN,5
IBAGUNER,5
DIRSEHAN,5
GARIPYAN,5
DILMEKANI,5
ERYAYAR,5
OSANYAN,5
LAFAZAN,5
CEBAN,5
CAGILDIYAN,5
MEJDINOGLU,5
DOKUMCUGIL,5
TALISIK,5
ESATAGAOGLU,5
KARPOLAT,5
YOLUKER,5
TARAKLIOGLU,5
KUREEMINOGLU,5
OZBULUC,5
ZINLIER,5
DALKOCOGLU,5
OZHENDEKCI,5
CINEMCI,5
SATIKBARLAZ,5
ULUKOKLU,5
TUZBAY,5
FRENKEL,5
KARADILEK,5
SAMMAN,5
OZEKMEK,5
GOKMOGOL,5
OGULCUKLU,5
DINCKUL,5
ARKOHEN,5
STRUGO,5
S.KARABUDAK,5
OZTUNCKOL,5
ALTINKUMLAR,5
GRAY,5
ASIYAN,5
HAMADE,5
PEKYUMURTA,5
YENIFILIZ,5
PREZA,5
SAMIRSAC,5
ONCEGIL,5
KAZCILAR,5
GOKSUR,5
ONTANIR,5
KUCUKSIVAZLIYAN,5
ZANANA,5
GERMEK,5
FIGANMESE,5
VELDETVELIDEDEOGLU,5
GOKCEATAM,5
ONEYOGLU,5
VUCINO,5
ANDOLSUN,5
CIRAGOGLU,5
AYZAN,5
KARAODA,5
OKDAR,5
CAVEZ,5
BECIDYAN,5
TAVTIN,5
ORMANYAN,5
OZAYKAL,5
OZGURDAMAR,5
DINCVURAL,5
GENCTEM,5
UTKANLI,5
ERBAYAV,5
YASINOK,5
GENSOY,5
ALHAJ,5
SOLEYMAN,5
SURBIC,5
AKCANSOY,5
EVMAN,5
KURFEYZ,5
AHYAN,5
AKSENKAL,5
ASOCAL,5
BAYYURDOGLU,5
UZUNHEKIM,5
SINANYAN,5
YERCIL,5
CIYENBAS,5
ERYUZGEC,5
ZUHAIRI,5
BOKESOY,5
KERIMZADE,5
GUMUSKANATLI,5
BAF,5
BERGAMALIOGLU,5
HASPALAMUTGIL,5
DEMIRES,5
MARUR,5
BIRDEVRIM,5
ALPUDAN,5
GONULDAG,5
MENGILIBORU,5
GURSELLER,5
MUSABALLI,5
ANKAOGLU,5
CILADIR,5
TURKVAR,5
SIHHAY,5
P.,5
KESMEZACAR,5
SUGOR,5
YAVUZCELIK,5
ROZIYA,5
KUROSMAN,5
AKBUAR,5
ERKOTUZ,5
SOMRAN,5
VECDISOY,5
SOYALTINLI,5
BIKKUL,5
BORALIOGLU,5
MUSANNIF,5
ERKURTARALP,5
ORNADIS,5
MARASLIGILLER,5
HALIGVA,5
ARITUG,5
MUHALLEBICIOGLU,5
AVIMLAH,5
KAPANMAN,5
HIMA,5
DONANCI,5
BENZONANA,5
ODIYET,5
DEVAGA,5
ARKES,5
KUSATA,5
ABURGA,5
KUZULIDIS,5
TINAZAY,5
OZDANON,5
CONBEZ,5
ARTUVIN,5
AZIMZADE,5
DUBURCALI,5
DURACAN,5
WINTER,5
CANUT,5
ELEVI,5
ISTEGOR,5
PAROZ,5
PESELIK,5
BURKOVIK,5
NEDICEYUVA,5
KURTCAYI,5
IZEREL,5
BRUHIN,5
UGURTAMER,5
NAYMANSOY,5
TAYLANLAR,5
AKONUR,5
ENAR,5
HOSSOYLER,5
GULSENLER,5
GUZELBOYAR,5
CICIGOZ,5
BEYBAS,5
HAMZACI,5
IRGILATA,5
USKANLI,5
TEKGOZEN,5
BEHESNI,5
ERTEZLER,5
NADIRI,5
GENCDIS,5
TIROOGLU,5
DECEDELI,5
LIOGA,5
HESKILOGLU,5
EKEMEL,5
HAMURLAR,5
YONKES,5
UDEM,5
TENEM,5
SIGINGI,5
ZOGA,5
SIKLON,5
BAYRAMICLI,5
SEVEROZ,5
SAGLAMGUL,5
UMANCAN,5
DINCKELLE,5
ESKIHAN,5
AKSAMGUNESI,5
FIRATGIL,5
ZEVKIVAR,5
KINAZOGLU,5
GUZDER,5
BUYRUKVEREN,5
OYKUR,5
BASLARGIL,5
SEFAKAR,5
CATIRTAN,5
VEFAI,5
OZTAMAN,5
SERNAZ,5
AZERGUN,5
BUYUKYUMUKOGLU,5
TOMZIS,5
DALALOGLU,5
HICAZLIOGLU,5
BATMANKAYA,5
BUBAHAR,5
KALAVAOGLU,5
SOYRAL,5
BARISDI,5
UGURDEMIR,5
SOYTOGAY,5
TIMSIR,5
BAKTER,5
ISLIKAPLAN,5
SATIKBARLAS,5
DEMIRAYSU,5
TELEPCI,5
HUDADADI,5
TUNCOKTAY,5
KAYPAKLIOGLU,5
ULSEZER,5
OZBOZDUMAN,5
KURTAYDIN,5
IRVALI,5
BEKLENOGLU,5
FASLI,5
SERTELI,5
MUYIC,5
JANDARLI,5
AKTUZUN,5
ADAMCILOGLU,5
YEDA,5
MARALCI,5
DINCSARAC,5
DAGALAS,5
ALPTOGAN,5
OCAKACAN,5
MAKSUDYAN,5
NEGUS,5
VEZIRKOPRULU,5
TASATMAN,5
VARSAZAN,5
PEKOBAY,5
ESERGIL,5
PURUZSUZ,5
TOHAR,5
KUMELER,5
ALAYBEYIOGLU,5
KOSTELOGLU,5
OVAGIM,5
OZTUMBUL,5
ALESOY,5
PICAKER,5
ODENCI,5
BENAROLYA,5
DURUCASUGIL,5
ATIKALIOGLU,5
FETIHI,5
OZSERI,5
SUYOLCUBASI,5
TURKERDEN,5
BUYUKAKINCIOGLU,5
SARPEGE,5
BRAGA,5
OZBOZO,5
KULAKSIZOGULLARI,5
KOPCAY,5
DUDAROGLU,5
MULINAS,5
HIZLIALP,5
OZUTKAN,5
MAYER,5
YUCECINAR,5
NERAD,5
YESRIN,5
MA,5
SANAD,5
EBUSSUUDOGLU,5
METINPEK,5
KARAVES,5
RABINOVIC,5
ERTANLICA,5
SECGIR,5
ESIRIKLI,5
NACCAR,5
SUDALI,5
GEDIZSENER,5
PESTRELI,5
OCALDIM,5
TEKSUR,5
YORDANIDIS,5
EKDEAL,5
ERKIRKIZ,5
NAMAR,5
KAZAZYAN,5
ZARARSIZOGLU,5
KANDOLU,5
KANIKMAN,5
SEVECAN,5
SEREFGIL,5
ACIKGOZLER,5
IRKUT,5
OZUYENER,5
SENELI,5
YOKAY,5
BUDAKOVA,5
KIYUNAK,5
SPORTMEN,5
GUZGEN,5
TOSUZ,5
CAPUL,5
ATIZLER,5
ALBAYLAR,5
DUBALI,5
COSTUNA,5
FELBA,5
YALCINCIRAY,5
KANAKI,5
ERUMDU,5
KOTIKOGLU,5
WITT,5
YUANIDI,5
OGUZERTEM,5
PIRKOLARDAN,5
SADYAN,5
HANIDIS,5
DUZLEN,5
HANIBU,5
NURFEN,5
BISCAN,5
TUZDEMIR,5
BUYUKSENGUL,5
MAYUNCOR,5
BIRDE,5
PEKERLER,5
HACITURHANOGLU,5
BATIKHAN,5
OLKENTAY,5
DURGUNDEGIL,5
OZPALANLAR,5
ARIYOLU,5
YUVAKUR,5
INSANYAN,5
MOSKATEL,5
BABAEVA,5
KIZILTABAN,5
CARAZANOGLU,5
MUSAYEV,5
GOKCEVIZ,5
OZARACAN,5
RAYMUND,5
CICEKANASI,5
BASARMAZ,5
MAKRABAYATLI,5
ASLIMOGLU,5
YAKUTKAYA,5
KAYNATMALAR,5
GOTURUR,5
OZGOCMENOGLU,5
CEPHELI,5
HEPSEVIGEN,5
ZUMBULDAG,5
ESBILEN,5
BUYUKSOMER,5
TERAZIYILDIZI,5
ANISCIKLI,5
GENCDAMAR,5
KHALILOVA,5
GULBA,5
PARADISO,5
ELENKALAN,5
BUYUKULCAY,5
MALAKYAN,5
HACIYUNUSLAR,5
EFLI,5
DINCBAKIR,5
SECKINULUS,5
ALADINLI,5
TALIER,5
AGCIDAG,5
DAKNUS,5
CEDEN,5
OZIEL,5
RAHMETI,5
KUCUKUN,5
HUDADAT,5
YOMUT,5
COCUKSEVEN,5
MUSTAFAZADE,5
ULUCAYO,5
PENDER,5
HERGUNLU,5
NARTANESI,5
DABAGLAR,5
ELGUC,5
PAFTALILAR,5
SUDE,5
HOPAOGLU,5
SENTARTAR,5
YURTAR,5
KUCUKSELIM,5
AVIKGUL,5
SINARAL,5
ERULKE,5
SABUREDEN,5
MIYOLLU,5
YARATKANTURK,5
BOBINCI,5
KIVLI,5
KOTAGIL,5
KARAENLI,5
BETILER,5
AGIZAN,5
CEMEOGLU,5
TUNATEKIN,5
SOMATAS,5
ULKUNC,5
KANAYTAN,5
ZIRINOGLU,5
ZONTER,5
ASCIHASANOGLU,5
OZYIKICI,5
AMIRHAN,5
BUKEHER,5
TURNACAYIR,5
OLCAYTORE,5
BAKLALAR,5
CALISANKOL,5
YONETIMLI,5
SOYHER,5
BARBU,5
NASAF,5
BALGER,5
URBEK,5
SEVINCIL,5
EREKLIOGLU,5
KOYDENGELMIS,5
YATKAL,5
AYANTUNA,5
HALIBELLI,5
TACIGUT,5
UNUTKANSAVAS,5
GENCIRI,5
ATIPOGLU,5
SIKDAL,5
ANUTKAN,5
TRAKOGLU,5
MISIMOGLU,5
CEKELI,5
YURTTASAN,5
OKYANUZ,5
ELCOSKUN,5
ULUKURAN,5
ALTUNDIREK,5
SANVERAN,5
HASCELIKTEN,5
TURKULUSU,5
MAKTUOGLU,5
UYAG,5
GULLUALAN,5
YASIMOGLU,5
ZAIT,5
NEJATEMIN,5
RUBEYI,5
KAYEN,5
FUCHS,5
GUZELTASCIYAN,5
GRIGORIADIS,5
GULBAYZAR,5
DURUSLU,5
YARAMYAN,5
NIMBIYIKOGLU,5
BITLISYAN,5
ARDASIS,5
KAZAROSYAN,5
KALPAKYAN,5
KUCUKREISYAN,5
AGABALOGLU,5
AKKIMIZ,5
NAJDI,5
OZOGUS,5
COKKONUSUR,5
DARMADUMAN,5
KOPARTMA,5
SOGUTLULER,5
KUCUKDICLE,5
ARINALP,5
KOCAOBA,5
ARSOYGIL,5
YUCELMAN,5
KASARCIYAN,5
BORDEBAR,5
ZEVKIKURTARAN,5
SEVELLI,5
KEYER,5
TUFLU,5
BOSATI,5
SEVIMLIAY,5
HEPERDEM,5
GENCUGUZ,5
ILTERMAN,5
OZHAZER,5
FERHUMEND,5
CARPTI,5
MIHCIZADE,5
BIRYAZ,5
SANYELIOGLU,5
BOZCETIN,5
BUYUKLOKER,5
KOYLUYAN,5
KESKINKILICYAN,5
ATANASYADIS,5
KEVIS,5
DEREBEYAN,5
DOKUMBILEK,5
YASGUCLUKAL,5
CINOZOGLU,5
MUSOSOGLU,5
MANAVYAN,5
TIRAKOS,5
HACINLIGIL,5
KARSLILAR,5
TOMARLI,5
LOROSYAN,5
SINDIROGLU,5
KARABETOGLU,5
EJDERYAN,5
ENKIZ,5
GUMUSCAPA,5
BULUTGEC,5
OZAYDIL,5
ERKCETIN,5
NESIRI,5
USDAT,5
NAZMI,5
BABAYAN,5
BILIKYAN,5
VARTIKOGLU,5
BERBERYANOGLU,5
TOKURYAN,5
KOCHISARLILAR,5
ZADIKYAN,5
SAKAYAN,5
SELIMECIYAN,5
TEGELECI,5
CABATOGLU,5
KESISGIL,5
HUNERYAN,5
TELLALYAN,5
GAVRILOF,5
ANISOGLU,5
LINBOZ,5
BUDALYAK,5
MEDICI,5
SENIGNE,5
TAKSI,5
MORCAY,5
YAGUPYAN,5
HARYANYAN,5
SUSANYAN,5
HALLACYAN,5
NILHAN,5
ERTAMBAK,5
YUCEOZKAN,5
MATASO,5
DENKKOSAN,5
VASILIDIS,5
TARFINYAN,5
NIGAL,5
KAPRIL,5
OZMERINOGLU,5
RUMINA,5
HOSSEINI,5
SUOLMEZ,5
KIRKEYER,5
SONKALE,5
MOLVALIOGLU,5
POLITIS,5
TOPUROGLU,5
KARAMUSTAFALAR,5
SAHMENOGLU,5
FIRLARER,5
GURCEER,5
BERKESEN,5
KASPARYAN,5
OZARGIL,5
ENAHTAR,5
ILERIAK,5
OZKESICIOGLU,5
AYSESEK,5
OSKAYLI,5
ULFETI,5
ELYAKUBI,5
DEJDER,5
VIDANA,5
SEDEFGUL,5
HEINRICH,5
ERGINUN,5
MANKUT,5
ALTURFAN,5
CELIKSULAR,5
BOUTLU,5
ODABASICILAR,5
KABADURMUS,5
KUCUKSUMER,5
KACIOGLU,5
YURUAL,5
OZKOCCUOGLU,5
KESIMEL,5
AYBILIR,5
KUCUKCUMALI,5
SONAGA,5
SENALTAN,5
OZSAB,5
ISKILIBLI,5
UYURAN,5
SENCIVAN,5
TEKKOC,5
CEKTI,5
BOCOS,5
KALEFER,5
TAYYARECI,5
BEDIRHANDEDE,5
GECKILI,5
KUCUKKATIPOGLU,5
KALCIYAN,5
SIMSEKCAK,5
HALKACIOGLU,5
DEVLETYAN,5
MADANYAN,5
SUYLUNOGLU,5
HAMPARSUMOGLU,5
DAVSANCIL,5
KASAKYAN,5
SADAOGLU,5
DUPINIYAN,5
OBAPINAR,5
IRALLAR,5
KIRYAKO,5
YAZOCAK,5
SIRALITAS,5
TUNCBERK,5
ESKUNT,5
CABAKLI,5
PANZER,5
KIRLAKOGLU,5
NERGUN,5
GORALCAN,5
KUMRALKAS,5
ISTEKTEPE,5
SENIZEL,5
AYUPERKEN,5
BENDEOGLU,5
SOKOLOVA,5
SOFYANLI,5
KAFKASKIRAY,5
TUFANDAY,5
ATAMANOGLU,5
SENOBA,5
ALPEHLIVAN,5
AVCIATA,5
AHMETALI,5
HRISTOV,5
ZEKERIE,5
SERBESATIK,5
CEMALLAR,5
PISGINOGLU,5
TEMELGUNZEKI,5
SEFERIOGLU,5
ZORAHMETOGLU,5
FUNTER,5
TUKENMEZTURK,5
EKDIM,5
CELIKIL,5
AYASER,5
KAVALLIGIL,5
SOYLUULUS,5
MUSTANCI,5
PEKSUZ,5
ASLANAGI,5
UZBASARAN,5
TURKCANLI,5
GURGENBUKEN,5
GURYUZ,5
ALIGUZEL,5
YUZUGUR,5
AGARCI,5
DEMIRCELIKLI,5
IKLI,5
KOCADAGISTANLI,5
HOCACIK,5
SONTAK,5
OZKANGIL,5
EMI,5
SENGULUCU,5
SEFADAN,5
GAZEMIR,5
AHMETCANOGLU,5
DENIZOZER,5
EYICAGLAR,5
SEVDASIZ,5
TURKSOZLU,5
KOMBAN,5
CENGIZLIER,5
POLE,5
IYITAS,5
ARSUMAN,5
TASGOZLEK,5
UZLASTIRAN,5
VINCCI,5
KISLAKLI,5
ATAKLIGAN,5
TECIMSEL,5
ORANKOY,5
OZFESCIOGLU,5
SONRAGOREN,5
FEYYAT,5
SERINTEPE,5
OZSEVGENSOY,5
MERTBASOGLU,5
MALKOS,5
ALZUBEYDI,5
DELIBEYOGLU,5
MENOL,5
TEKCEYLAN,5
ASIKCILAR,5
ELDILEYMI,5
YEGIKYAN,5
UKISTEN,5
SUVACOGLU,5
TANRIYILDIZI,5
DILSAH,5
OZELHANOGLU,5
SANTALAR,5
OZTUYAK,5
TEKISOGULLARI,5
HEKIMYAN,5
TOPORS,5
GINKOK,5
JARKAN,5
GUZELSOYLU,5
HACIMINASOGLU,5
ATASIR,5
KALIMANCI,5
BECENA,5
CENIKAN,5
GAFFAROZTURK,5
KOSARGIL,5
OZTANSEL,5
KIRANGECEN,5
SULEIMAN,5
AYAZTUNA,5
YENIDONDU,5
BITIRENLER,5
BIRBILI,5
ICTENLIK,5
MERMERCILER,5
KARAHISARIDIS,5
DEROGEC,5
ALEKSANDIRIDIS,5
YESKO,5
KIRYAKIDIS,5
KAYMAZDAG,5
CIVANMIRZA,5
KORKEMLI,5
IKBEL,5
EMYAN,5
GUMUSTAC,5
GOLBA,5
PINGO,5
PULTAR,5
CITLENBEK,5
SEROPYAN,5
ISILDAKGOZ,5
IKIGUL,5
VURCEKIC,5
ELMASAY,5
ABORESI,5
ORKOS,5
PERTAN,5
BAYKUN,5
SAZENKER,5
ARANYADIS,5
EFRA,5
GUMECLER,5
MISMIK,5
GOLGIDER,5
TANERUCAR,5
YULUY,5
YILDIRIMAKIN,5
MALATUN,5
KEFALAS,5
GURCAGLAYAN,5
BOZACIOGULLARI,5
YEDIERLER,5
USTAAVCI,5
FILIPOS,5
YIGMANOGLU,5
EMREHAN,5
KUNHAL,5
RIGO,5
ZARBOZAN,5
DIMOGLU,5
ILCIGIDAY,5
YOFOGLU,5
OTBAR,5
PAVLETIC,5
DOGRUKAYNAK,5
OZDARENDE,5
KOCUNYAN,5
AKINTUNC,5
ALIBEYGIL,5
YASAVULLAR,5
GOKCENGIL,5
GUMULUOGLU,5
OKBAYDAN,5
HEPAYTEN,5
AYANALI,5
TUMAYAN,5
CEMCI,5
ALPSOZU,5
ABDULREZZAK,5
MUFIT,5
CIRALICAM,5
KARASUER,5
AKCENSI,5
KARAKOCALIOGLU,5
HINCALMAZ,5
KUCUKAYYILDIZ,5
URSU,5
ENCOL,5
GENCCAVUS,5
SUVATTEPE,5
KOSENK,5
MIHRABOGLU,5
ERGELMEZ,5
CAYOREN,5
WELLMANN,5
GOKMENLI,5
OZELOL,5
HEPSAYDIR,5
ERSIPAL,5
ERGECGIL,5
OZMULDUR,5
VIC,5
ELIOGLU,5
SIMPSON,5
BOZYAP,5
DALBASAR,5
BAYTAREL,5
ORALARKAYA,5
ALILTER,5
BUZGUN,5
KIZILCAKAR,5
VARDIMLI,5
LARSEN,5
SOLGUNLAR,5
KIZILGEBEN,5
OZMELLES,5
HAZINI,5
GUNDOVAN,5
ORCUNER,5
SOZTUT,5
ERMURAD,5
GIRANIT,5
OZTRAKYALI,5
DANISMENTGAZIOGLU,5
TENOZ,5
VAROVA,5
KUCUKGOKLE,5
UVENLIGIL,5
KINKIR,5
PESTEMALCIYAN,5
HUNTALAR,5
URDENIZ,5
GARYAN,5
KUNA,5
ELCIGIL,5
CENIKUT,5
AYNACIYAN,5
ZOKLU,5
TUNCAYDIN,5
RENKTOK,5
DALAKAY,5
BANYOLULU,5
SIRGUN,5
HANEF,5
DORTBACALI,5
KASBER,5
TOPHANELIOGLU,5
ELCEVVADI,5
TAHBAZ,5
KOLERKILINC,5
YUMEL,5
GUZELOKTAY,5
OZKARIP,5
ERDUNC,5
KESICIER,5
ELVATANI,5
OCAKCAN,5
KALGOR,5
OKTERSAN,5
AKDEGIZ,5
AFERINYAN,5
ONERGUN,5
SALTIKCIOGLU,5
YERLIPINAR,5
IRIZIK,5
TEKINAK,5
DERTAT,5
KINALILAR,5
ALIFAKILAR,5
TATALIR,5
DORTELLER,5
AKMINAR,5
VARAYLI,5
TOKTOKU,5
TITIZEL,5
PETREK,5
INAMSAL,5
ULUCAKIR,5
SANLIDERYA,5
KOSANCAN,5
KOMURBAY,5
TASYONSUL,5
KANIKEREN,5
INCEKARALAR,5
YORDU,5
TOPTOPRAK,5
KILBEN,5
KURMAL,5
ERGILEN,5
YIGITDAGI,5
HATUSIL,5
KANRUK,5
CONGAZOGLU,5
TELIMENLI,5
KIRGIZLI,5
NARIM,5
KODAMANLAR,5
AYTAPAN,5
HEPKOSAN,5
ZUNBULBAG,5
ZARUKI,5
TURKMERT,5
OZDENIZEL,5
MATRAN,5
FIRUZMENT,5
PENOL,5
UTUGLUER,5
MORGAS,5
ELKIRUZ,5
GEYCI,5
ELIM,5
KUTKURU,5
MALIKLERI,5
ROSI,5
SURGUL,5
KOKBERDI,5
BULDURAY,5
ASIKGOL,5
CATALYOL,5
KAYAFORU,5
KEDHUDAOGLU,5
RUSITOGLU,5
UBEYDULLAH,5
DINENTEN,5
SAYINGIL,5
YALCINANAHTAR,5
ELIFO,5
DURDABAKOGLU,5
ALIHOCA,5
RUSITI,5
BONIN,5
KAYSARI,5
KUZUAHMET,5
KANUROGLU,5
MUDANOGLU,5
ERTOMAC,5
MALKO,5
MANGILAY,5
MALBIL,5
CALARLAR,5
TERGU,5
GEDAS,5
DALAKPINAR,5
OBAYDI,5
ULESIK,5
SENYOLCU,5
KABLIKAYA,5
DEVAMI,5
BARKKURAN,5
HAFIDU,5
BUYUKELCIN,5
PEKSENAR,5
AKANSUER,5
BILDIRIK,5
AKAKCAER,5
ATAKARA,5
PEKSAKIN,5
APKAR,5
ZEKAI,5
AKSONGAR,5
ARACIBOGA,5
BITRIM,5
FARKLI,5
RUSCUKLUOGLU,5
ABANCIOGLU,5
ORSTURK,5
ERHAYVARAN,5
AGTANKUM,5
OKMEK,5
PADISAHOGLU,5
HALIKANLIOGLU,5
ABBAZOGLU,5
ATARDOLU,5
ZELKIN,5
KOPRULUZADE,5
KANTARA,5
BRUK,5
YELOZER,5
PECO,5
OKNALI,5
UNANT,5
ZERTOG,5
KUCUKCARIKCI,5
AYDINKALP,5
SERKI,5
YORDEMLI,5
ZAKIR,5
MELAMI,5
SAVASSEVENLER,5
SAFAROVA,5
OZALPKENT,5
TONTUM,5
SILKER,5
HORIEL,5
INECIKLIOGLU,5
EBITMEK,5
EKYAY,5
CALAG,5
ELDUVAN,5
OZISTIPLI,5
KUCUKZOPA,5
SORES,5
BERIYUZ,5
HASAKLI,5
IBIRI,5
SARIKO,5
MURDEZOGLU,5
KAYABASA,5
BASTRI,5
EFALOGLU,5
BAYANDURSUN,5
FICIOGLU,5
TEZGIR,5
YAKANDAN,5
KOVANC,5
BILBAS,5
DAKALAK,5
ASSAF,5
EYZAMAN,5
ONSUL,5
OROVA,5
OZENEK,5
ZALTAS,5
ALPTEKINLER,5
ASLANI,5
DORTYON,5
ORENYOL,5
ESENAL,5
ICGUZEL,5
MANCILI,5
