Cinsiyet,İsim,Taşıyan Kişi Sayısı
K,Ceride,114
E,Redif,113
E,Hamzo,113
E,Vahe,113
K,Hüceyla,113
E,Ferzo,113
K,Rayet,113
K,Hivda,113
E,Duhan,113
E,Özder,113
E,Ilgın,113
E,Cihadettin,113
K,İlkiz,113
E,Möhrettin,113
E,Bobuş,113
E,Dara,113
K,Sevban,113
E,Tolun,113
K,Meleknur,113
E,Alikan,113
E,Fetahattin,113
K,Görgün,113
K,Musavver,113
E,Tanay,112
K,Yücenur,112
K,Zoya,112
K,İldem,112
K,Gülle,112
K,İlkan,112
K,Badiye,112
K,Şahturna,112
K,Buğra,112
K,Gülnihan,112
E,Ziyatali,112
K,Kütük,112
K,Asena,112
E,Mario,112
E,Mengü,112
E,Kadı,112
K,Kurt,112
E,Vahram,112
E,Dindar,112
K,Hayırlı,112
K,Hepşen,112
K,Ünser,112
E,Özger,111
K,Gülipek,111
E,Sezcan,111
K,Aver,111
E,Piresim,111
K,Gökay,111
E,Ataner,111
E,İsmi,111
E,Alisait,111
K,Gertrud,111
E,Nedip,111
E,Emer,111
E,Yuhanun,111
E,İlamettin,111
K,Ümeyra,111
E,Aksoy,111
K,Canfide,111
K,Mahcemal,111
K,Kaduş,111
K,Gültamam,111
K,Sülale,111
K,Esile,111
E,Gedro,111
K,Melhem,111
E,Emino,111
K,Şengi,111
E,Erkal,111
E,Tavil,111
K,Secaat,110
E,Coşan,110
E,Olcan,110
K,Sisan,110
K,İcabiye,110
E,Derebeyi,110
E,Göğüş,110
K,Mürşen,110
K,Binlik,110
K,Nizbet,110
K,Hüseyne,110
K,İnal,110
K,Meyan,110
K,İmer,110
E,Sertel,110
K,Etel,110
E,Selvi,110
K,Ruth,110
K,Ekabir,110
E,Cabil,110
K,Hebrize,110
E,Kocaağa,110
K,Güla,110
K,Tulla,110
K,Zerefşan,110
E,Refa,110
K,Lerna,110
K,Süheybe,109
E,Erkmen,109
E,Hamdoş,109
E,Divan,109
E,Uraz,109
K,Gökçek,109
K,Gülfiliz,109
K,Bişenk,109
E,Ergani,109
E,Siso,109
K,Edaker,109
K,Gönenç,109
K,Ürziye,109
K,Helal,109
K,Erika,109
K,Saat,109
K,Berkiza,109
K,İslam,109
E,Haçatur,109
K,Nurmelek,109
K,Sahife,109
E,Bolu,109
K,Mevlüthan,109
K,İrkiye,109
E,Hisar,109
K,Dökme,109
K,İlkgün,109
E,Sipahi,109
K,Dürrüşehvar,108
K,Müreste,108
E,Hani,108
K,Emma,108
K,Hitame,108
E,Mücellit,108
K,Adıgül,108
K,Huzur,108
E,Muin,108
E,Turaç,108
K,Aynaz,108
E,Alimerdan,108
E,Babil,108
K,Simona,108
K,Önem,108
K,Sedo,108
E,Rezzuk,108
K,Muine,108
E,Makbul,108
K,Sihem,108
K,Efruz,108
K,Emo,108
K,Meziha,108
K,Bülbin,108
E,Mehmani,108
K,Alegra,108
K,Yaren,108
K,Zelda,108
K,Hate,107
E,Belli,107
K,Serayir,107
K,Zekeriya,107
K,Macar,107
E,Çelem,107
E,Nihani,107
K,Gülmetin,107
K,Özdilek,107
E,Suri,107
E,Serda,107
E,Kafi,107
E,Kayacan,107
E,Gülbenk,107
K,Muhdiye,107
K,Peykan,107
E,Mircan,107
K,Ferdal,107
K,Emen,107
E,Eminali,106
E,Kuri,106
K,Hevse,106
K,İstem,106
K,Temra,106
E,Nurhat,106
K,Kandefer,106
E,Akbaba,106
E,Aba,106
K,Gündem,106
K,Hinnar,106
K,Safo,106
K,Fiyetli,106
E,Mültezim,106
K,Bahtişah,106
E,Gökhun,106
K,Nezel,106
E,Zişan,106
K,Sebra,106
K,Üreyde,106
E,Musbahattin,106
K,Rabile,106
K,İlminaz,106
E,Münevver,105
K,Mihrigül,105
K,Balı,105
K,Kanite,105
E,Rakif,105
K,Mardiye,105
E,Göktay,105
E,Faittin,105
K,Lahuri,105
K,Efsane,105
E,Huzur,105
E,Temim,105
E,Sergen,105
E,Talettin,105
E,Önel,105
E,Ziyamettin,105
K,Yetti,105
E,Mevahip,105
K,Yeniay,105
E,İlknur,105
K,Ayçin,105
K,Teksin,105
E,Secat,105
E,Kuvvet,105
K,Leylihan,104
K,Şahane,104
K,Yunise,104
E,Behruz,104
K,Kütahi,104
K,Ekim,104
E,Şadet,104
K,Renginaz,104
E,Zekif,104
K,Zivi,104
K,Eleonora,104
E,Abduşşekur,104
K,Usul,104
E,Ako,104
K,Sonsen,104
E,Yurdacan,104
K,İlim,104
E,Abdulsemih,104
K,Ceylin,104
E,Şoreş,104
K,Gülbes,104
K,Keramet,104
E,Dinçay,104
K,Şemi,104
E,Süphan,104
E,Uyar,103
K,Hasmiye,103
E,Ceduh,103
E,Münasip,103
E,Türkcan,103
K,Tefarik,103
K,Cahile,103
K,Canel,103
E,Şenay,103
E,Mutluay,103
K,Gencay,103
K,Ruzbiye,103
E,Yurttaş,103
K,Çeki,103
K,Sülay,103
K,Dora,103
K,Mefruze,103
E,Merhem,103
E,Serçin,103
E,Nebhan,103
E,Adı,103
K,İbrime,103
K,Yuhanis,103
K,Tuncer,103
K,Hüsnüşah,103
K,Gülahmer,103
K,Jilda,103
E,Adli,103
K,Juliana,103
K,Şahbaz,103
K,Telik,103
K,Kelim,103
K,Sarah,102
K,Hoşada,102
K,Milay,102
K,Venüs,102
E,Nursin,102
K,Sunan,102
K,Ürüşan,102
K,Zeynişan,102
K,Evdegül,102
K,Lusaper,102
K,Özdal,102
K,Tolga,102
E,Hadim,102
K,Müker,102
K,Kıllı,102
E,Surettin,102
K,Temey,102
K,Mahiş,102
E,Neyir,102
K,Gülkader,102
K,Şedide,102
K,Kemale,102
K,Esmeray,102
K,Zerdi,102
E,Kıyan,102
K,Zeyna,102
K,Nuride,102
K,Abbase,102
K,Eyser,102
K,Kitabiye,102
K,Dorothy,102
E,Cemgil,102
K,Nadin,102
K,Bermal,102
K,Kimya,101
E,Vali,101
K,Gisela,101
K,Resan,101
K,Sonel,101
E,Falih,101
E,Rüzgar,101
E,Hazni,101
K,Makber,101
E,Özlen,101
E,Nacit,101
K,Kanarya,101
K,Beren,101
K,Evdoksiya,101
K,İptisam,101
K,Hüreyya,101
E,Nesri,101
K,Nüfer,101
K,Belemir,101
E,Göksan,101
E,Ceren,101
K,Çaki,101
E,Apo,101
K,Özhan,100
K,Erna,100
K,Evrin,100
E,Sühan,100
E,Başo,100
K,Gülennur,100
E,İrfet,100
E,Sitem,100
E,Emo,100
K,Körpe,100
K,Mannik,100
K,Nakile,100
E,Ay,100
K,Kendinur,100
K,Nurfil,100
E,Şazenuş,100
E,Dicle,100
E,Mazo,100
E,Tuğkan,100
E,Nurbaki,100
E,Zeka,100
E,Alimurat,100
E,Zebur,100
K,Hizami,100
E,Yomtov,100
K,Pupuze,100
K,Efraz,100
K,Rikkat,100
K,Gufran,100
K,Kazmura,100
E,Akreme,100
K,Menco,100
E,Özgenç,100
E,Ömrü,100
E,Veysettin,99
E,Yado,99
K,Neveser,99
E,Kaim,99
E,Suriye,99
E,Ulgar,99
K,Jasmin,99
K,Huçi,99
E,Şino,99
E,Mülük,99
E,Fermanlı,99
E,Öztan,99
K,Camila,99
E,Keyfi,99
K,Keten,99
E,Sulhan,99
K,Kalo,99
E,Arto,99
K,Reva,99
K,Rasiha,99
K,Mısırhan,99
K,Salata,99
K,Gülbahri,99
K,Müfret,99
E,Cefa,99
E,Şıhis,99
E,Başkan,99
E,Lut,99
E,Ohan,99
K,Arruna,99
K,Çağnur,99
E,Miray,99
K,Eflatun,99
K,Silay,98
E,Andon,98
E,Özgüç,98
E,Vefaettin,98
K,Minaye,98
K,Rıda,98
K,Herat,98
E,Saliba,98
K,Mirvet,98
K,Tina,98
K,Temel,98
K,Emoşi,98
K,Emsare,98
E,Nahir,98
K,Özaltın,98
E,Yaşam,98
K,Kamsiye,98
K,İncile,98
K,Çetin,98
K,Nektar,98
K,Sahabe,98
K,Vilma,98
K,Kaden,98
E,Sertuğ,98
E,Nurani,98
K,Müslifer,98
E,Esmain,98
K,Belinda,98
E,Dikmen,98
K,Pezük,98
K,Hame,98
K,Bedahat,98
E,Sunar,97
K,Raset,97
K,Hurinisa,97
E,Artür,97
E,Firdevsi,97
K,Aynişan,97
E,Rikap,97
E,Memici,97
K,Zöhretullah,97
K,Adrine,97
K,Ayın,97
K,Eslem,97
K,İbrahim,97
K,Düşize,97
E,Sevindik,97
E,Erdur,97
E,Cura,97
E,Dilşat,97
K,Berkay,97
E,Baybora,97
E,Şeremet,97
E,Afi,97
E,Paul,97
K,Ervah,97
K,Aşina,97
E,Rasin,97
K,Habile,97
E,Tohit,97
K,Nurik,97
K,Mustafa,97
K,Dürrin,97
K,Aleyna,97
E,Kutup,97
E,Olgaç,97
E,Vakur,97
K,Bilgenur,97
K,Cankız,97
K,Talimet,97
E,Şahyusuf,96
K,Merfa,96
K,İlfer,96
K,Raniye,96
E,Sualp,96
K,Firade,96
E,Sıfat,96
K,Evsel,96
E,Ferdai,96
E,Alieşref,96
K,Safiç,96
K,Mesine,96
E,Ersu,96
K,Salluh,96
K,Akbilek,96
K,Hıdra,96
E,Billo,96
K,Periş,96
K,Henva,96
E,Ardaş,96
K,Gülbir,96
K,Variyet,96
K,Malka,96
K,Turafiye,96
E,Semin,96
K,Linet,96
E,Şendur,96
E,Amaç,96
E,Özben,96
K,Zibar,96
K,Marlen,96
K,Peren,96
K,Toyuz,96
K,Mürebbiye,96
E,Cadır,96
E,Ebrar,96
E,Nesli,96
E,Teco,96
E,Keramet,95
E,Nutfi,95
E,İlman,95
K,Teller,95
K,Jennifer,95
E,Güntaç,95
E,Tarcan,95
K,Raufe,95
E,Yarkın,95
K,Ayan,95
K,Feheda,95
E,Perviz,95
K,Gelin,95
K,Bella,95
K,Akın,95
E,Tüner,95
E,Nihan,95
E,Toker,95
K,Nemuş,95
K,Savaş,95
E,Hazel,95
E,Hallaç,95
E,Sunuhi,95
E,Uluhan,95
K,Bager,95
K,Badi,95
K,Badel,95
K,Kaime,95
E,Muhbali,95
K,Meyva,95
K,Taze,95
K,Zora,95
E,Erel,95
E,Babuş,95
K,Nejat,95
E,Küpeli,94
E,Daşo,94
E,Ferhun,94
K,Mekehan,94
K,Sercihan,94
K,Zabiye,94
K,Fersan,94
E,Bilgiç,94
E,Zülbahar,94
K,Tezay,94
K,Dilavuz,94
K,Berire,94
E,İnkilap,94
E,Milli,94
K,Zübeyha,94
E,Şihan,94
K,Keskin,94
K,Kanaat,94
K,İzahat,94
K,Çilo,94
K,Şeybe,94
K,Fenniye,94
K,Nurseda,94
K,Bükre,94
K,Birol,94
E,Nurcihan,94
K,Nurhilal,94
K,Zercihan,94
K,Andaç,94
E,Erdağ,94
K,Pakinur,94
K,Yüce,94
K,Terim,94
K,Gülka,94
K,Ülgü,94
K,Ehlizar,94
K,İlkbal,94
K,Gülbeniz,94
E,Şamma,94
K,Fırat,94
K,Temize,94
E,Aktuğ,94
E,Arslanbey,94
E,Meclis,94
E,Yamaç,94
E,Piyer,94
E,Kutto,94
K,Kılıç,94
K,İrve,94
K,Şinorik,93
E,Kayser,93
E,Balamir,93
K,Nurzen,93
K,Umur,93
E,Zümer,93
K,Gülşiraz,93
K,İsnafet,93
K,Ebrul,93
E,Seyyaf,93
K,İlyase,93
K,Nüveyde,93
E,Ener,93
K,Zaviye,93
K,Ersun,93
E,Atagün,93
E,Hacımustafa,93
K,Riyaze,93
E,Niyet,93
E,Kurtaran,93
K,Grasya,93
K,Miner,93
E,Eryılmaz,93
E,Ayfettin,93
K,Türkhan,93
K,Tayfure,93
K,Gülbüş,93
K,Nüveyre,92
K,Hakimiye,92
E,Heval,92
E,Haziran,92
K,Cüveyriye,92
K,Rehber,92
K,Mernuş,92
E,Yalçınkaya,92
E,Ataç,92
E,Saraç,92
K,Küpeli,92
E,Gürtan,92
E,Menduf,92
K,Gökser,92
K,İsra,92
E,Nursi,92
K,Yurday,92
K,Kaşkal,92
K,Talar,92
E,Mevcut,92
E,James,92
E,Fevki,92
K,Kalyopi,92
E,Şanal,92
K,Mezune,92
K,Niyet,92
K,Abiş,92
E,Mayuf,92
K,İbare,92
K,Aytün,92
E,Albay,92
E,Keğam,91
K,Muhtediye,91
K,Bircihan,91
E,Masun,91
E,Feymi,91
K,Dilcan,91
K,Gülnuş,91
E,Abdulkafi,91
K,Ehli,91
E,Kuzubey,91
E,Karababa,91
K,Aybegüm,91
K,Sevgim,91
K,Bafide,91
E,Yoşua,91
E,Sarven,91
K,Nerihan,91
E,Nezafettin,91
K,İsfahan,91
K,Kayhan,91
E,Matyos,91
K,Anacık,91
K,Aguş,91
E,Emcet,91
E,Cevli,91
K,Lusik,91
E,Bayro,91
K,Tayire,91
E,Feyzul,91
K,İlkcan,91
K,Pijan,91
K,Hamka,91
K,Cornelia,91
K,Vesika,91
K,Yıldırım,91
K,Kamelya,91
E,Ünay,90
K,Yenice,90
K,Nurses,90
E,Mamık,90
E,Kardaş,90
E,Polatkan,90
E,Rusuhi,90
K,Bilay,90
E,Gayıp,90
E,Yalkın,90
E,Erbey,90
E,Sevdal,90
K,Urbaba,90
K,Uygun,90
E,Şemail,90
K,Sonia,90
K,Öner,90
E,Hutbettin,90
K,Adet,90
K,Gürdal,90
E,Taksim,90
K,Janin,90
K,Kezili,90
E,Lillo,90
E,Ebettin,90
K,Mevzune,90
E,Erdenay,90
E,Camandar,90
E,Aktaş,90
K,Paney,90
E,Hürdoğan,90
K,Zadet,90
E,Tanel,90
E,Baruh,90
K,Müptela,90
E,Turfan,90
K,Nurtekin,90
E,Tillo,90
K,İrsale,90
E,Eroğlu,90
K,Gülhar,90
K,Milta,90
E,Alihıdır,90
K,Yeşeren,90
K,Şehro,90
K,İngeborg,90
K,Diri,90
E,Suray,90
E,Kinno,89
E,Behnan,89
K,Melanie,89
K,Ayyüce,89
K,Alide,89
E,Hürşehit,89
K,Gülergün,89
K,Valiye,89
E,Aris,89
K,Fernur,89
E,Zoro,89
E,Şıhman,89
E,Kutalmış,89
E,Azman,89
E,Ağacan,89
K,Kumsal,89
E,Fazlettin,89
K,Ursel,89
E,Kurtul,89
K,İnna,89
E,Zadik,89
K,Gülsaniye,89
E,Ayturan,89
E,Şevvah,89
E,Avaz,89
E,Çilo,89
K,Harice,89
K,Nübüvvet,89
E,Rayet,89
E,Yurdalan,89
E,Kunter,89
K,Zemile,89
K,Rumeyla,89
E,Divali,89
E,Fikir,89
E,Bünyan,89
E,Hayriz,89
E,Şıhahmet,88
E,Sevat,88
K,Hayzete,88
E,Akcan,88
E,Küllo,88
K,Hanımayşe,88
K,Hildegard,88
K,Bağı,88
E,Allavi,88
K,Oro,88
K,Nimetullah,88
K,Minte,88
E,Tabur,88
K,Zebercet,88
E,Toprak,88
K,Azile,88
K,Finey,88
E,Ferki,88
E,Hamzali,88
E,Mefahir,88
K,Verkin,88
K,Tabide,88
E,Sergülen,88
K,Sele,88
E,Frank,88
K,Ülvan,88
K,Hayce,88
E,Sirop,88
K,Andrea,88
K,Ahat,88
K,Fergün,88
K,Mermiye,88
K,Yılşen,88
K,Kiryakiça,87
E,Misafir,87
K,Hanko,87
E,Bado,87
E,Deli,87
K,Hüzün,87
K,İlya,87
K,Gerçek,87
K,Hafo,87
K,İçim,87
E,Burçhan,87
E,Servent,87
E,Vergi,87
K,Sağra,87
E,Mazin,87
K,Suday,87
E,Koti,87
E,Mahpus,87
K,Müftela,87
K,Şayegan,87
E,Dijvar,87
K,Sonuç,87
E,Karakin,87
K,Vense,87
E,Kaytancı,87
K,Nağme,87
E,Afettin,87
E,Filip,87
K,Bedrinaam,87
K,Kanco,87
K,Dündar,87
K,Surşirin,87
K,Şenses,87
K,Melodi,87
E,Yansur,87
K,Judith,86
K,Mesadiye,86
K,Akut,86
K,Bambak,86
E,Ayıp,86
E,Seyitmehmet,86
K,Dide,86
E,Erken,86
K,Gülbiter,86
K,Şale,86
E,Şıhömer,86
K,Ünay,86
K,Müsbet,86
E,Seray,86
E,Görgis,86
K,Süzet,86
K,Nuriyezdan,86
K,Hare,86
E,Mihal,86
K,Birden,86
K,Müdüriye,86
K,Olgun,86
K,Gülpare,86
E,Bender,86
K,Leda,86
K,Aynıgül,86
K,Şanser,86
E,Mülhim,86
E,Serden,86
E,Seral,86
E,Tevekelli,86
K,Soncan,86
K,Çelik,86
E,İlkcan,85
K,Eltaf,85
E,Bölükbaşı,85
K,Hapılı,85
K,Mazlumşah,85
K,Rozin,85
E,Nidal,85
K,Atina,85
E,Hali,85
E,Ademrıza,85
K,Azem,85
K,Bilkeyis,85
K,Tergül,85
E,Hacıhüseyin,85
E,Mesur,85
K,Esli,85
K,Şiraz,85
K,Pikar,85
K,İlkşen,85
E,Münacettin,85
E,Faka,85
K,Sonat,85
E,Melhem,85
K,Revan,85
K,Haside,85
E,Haver,85
K,Suhan,85
K,Ahenk,85
K,Müheyya,85
E,Rohat,85
E,Kurtcebe,85
K,Abinur,85
E,Suner,85
E,Aliyaşar,85
E,Zari,85
E,Cefakar,85
K,Ebekadın,84
E,Nazlı,84
E,Zehir,84
K,Gaze,84
K,Sevsem,84
K,Sahil,84
K,Ferahnur,84
E,Abdulbekir,84
K,Tükel,84
K,Hamdusena,84
E,Akşit,84
K,Jermen,84
K,Alize,84
E,Keşşaf,84
E,Merve,84
E,Atanaş,84
E,Meçhan,84
E,Yurdun,84
E,Nezarettin,84
E,Fakir,84
K,Ürün,84
E,Hindo,84
K,Terziye,84
E,Mücevher,84
K,İldeniz,84
K,Müdessir,84
K,Keder,84
K,Afer,84
K,Neso,84
K,Habik,84
E,İmamettin,84
K,Lüksiye,84
E,Müşteri,84
E,Işıl,84
K,Natife,84
E,Şakuli,84
E,Gazaros,84
K,Bavan,84
K,Şehmal,83
E,Özçelik,83
K,Kürdey,83
K,Feyyaz,83
K,Charlotte,83
E,Beybörek,83
K,Naro,83
K,Eknur,83
E,Fersan,83
E,Demez,83
K,Pirnaz,83
E,Nazmettin,83
E,Hüreyre,83
K,Serenat,83
K,Avize,83
E,Delli,83
K,Haile,83
K,Çolpan,83
K,Semo,83
E,Erce,83
K,Heda,83
K,Gültek,83
K,Tebessüm,83
K,Zatime,83
K,Nora,83
E,Yüzbaşı,83
K,Neferiye,83
K,Altındal,83
E,Sunal,83
K,Ful,83
K,Gülyasemin,83
K,Sevine,83
E,Hulkattin,83
E,Rafiz,83
K,Kulilk,83
K,Güldudu,83
E,Raip,83
E,Üstüner,83
E,Coşku,83
K,Potak,83
K,Daya,83
E,Vahi,83
K,Sevgün,82
K,Saden,82
E,Aldoğan,82
K,Bazın,82
E,Timurlenk,82
E,Şifai,82
E,Ganimet,82
E,Mehmetlatif,82
E,Ebedi,82
E,Günaltay,82
E,Ülvan,82
K,Özgönül,82
E,Atmaca,82
E,Derin,82
E,Lazar,82
K,Ligar,82
K,Asifer,82
E,Nurşah,82
E,Boray,82
K,Simha,82
E,Sülüş,82
K,Nefci,82
E,Mecmeddin,82
E,İsrael,82
K,Onay,82
E,Seydin,82
E,Zeybek,82
K,Akay,82
E,Sancaktar,82
K,Muaviye,82
E,Nesin,82
E,Cennet,82
E,Nurşani,82
K,Gayse,81
E,Cazip,81
E,Karabekir,81
K,Cesime,81
E,Türkel,81
K,Tahliye,81
K,Adela,81
E,Sevdai,81
K,Tuncel,81
K,Gazule,81
K,Keyni,81
E,Kıyma,81
K,Gülfahri,81
E,Oktan,81
E,İldeniz,81
K,Pemra,81
E,Sahil,81
E,Koşun,81
E,Açık,81
K,Serli,81
E,Charles,81
E,Yazar,81
K,Aydil,81
E,Friedrich,81
K,Hakipay,81
K,Yılgör,81
E,Hanabdal,81
K,Perivan,81
K,Gülenç,81
E,Türyan,81
K,Şengönül,81
K,Hatırnaz,80
K,Vefika,80
K,Fulay,80
E,Sabro,80
K,Mucire,80
E,Mühürdar,80
K,Aykan,80
K,Münezzeh,80
K,Türkinaz,80
E,Mahap,80
E,Zahat,80
E,Gürcü,80
K,Mursine,80
K,Koli,80
E,Sabi,80
E,Gürçay,80
E,Nihabet,80
E,Buhari,80
E,Celadet,80
K,Çakal,80
E,Abdulkayyum,80
K,Bilgesu,80
K,Atanur,80
K,Zergün,80
K,Esrar,80
E,Aygör,80
K,Şekil,80
K,Sezi,80
K,Mader,80
E,Behmen,80
K,Efrosini,80
E,Canşah,80
E,Saro,80
K,Sinam,80
K,Pelda,80
E,Şennur,80
E,Asadur,80
E,Seheddin,80
E,Artan,80
E,Atak,80
K,Florentina,80
E,Hivil,80
E,Nefahattin,79
E,Kalost,79
K,Arlet,79
E,Eldin,79
K,Belçim,79
E,Şiar,79
E,Alayi,79
E,Yurday,79
K,Tuvana,79
E,Zülfettin,79
K,Şan,79
K,Zilan,79
E,Mehmettin,79
E,Abdulhabib,79
K,Serden,79
E,Feraiz,79
K,Martina,79
K,Nurdeniz,79
K,Vahile,79
E,Abanoz,79
E,Zengin,79
E,Farabi,79
K,Zerya,79
K,Tabibe,79
E,Ruhani,79
K,Deborah,79
E,Yurtsev,79
E,Sebil,79
E,Sünbül,79
K,Libabe,79
K,Zivart,79
K,Amelia,79
E,Hasrettin,79
K,Aida,79
E,Türköz,79
E,Vilayet,79
E,İlksen,79
E,Binay,79
K,Dersim,79
K,Turay,79
E,Hayrabet,79
E,Sahabettin,79
E,Emsalettin,78
E,Yankı,78
E,Tayran,78
E,Azzam,78
K,Gölgen,78
K,Sabrina,78
K,İncir,78
E,Bahrullah,78
E,Hükmettin,78
K,Emniyet,78
E,Vuslat,78
K,Aşriye,78
E,Cafet,78
E,Pekin,78
E,Tuğman,78
K,Nüseybe,78
E,İntikam,78
K,Mamaş,78
K,Adine,78
K,Sevilir,78
E,William,78
E,Aydok,78
K,Peknur,78
K,Viyan,78
K,Döngül,78
E,Feyruşah,78
K,Tufan,78
K,Işkın,78
E,Etkin,78
K,Belde,78
E,Mernuş,78
K,Belma,78
K,Mensiye,77
K,Musibet,77
K,Termin,77
E,Hese,77
E,Denis,77
K,Uzay,77
K,Pürnur,77
E,Kami,77
E,Babi,77
E,Önsel,77
E,Aytur,77
K,Rifka,77
E,Nurhayat,77
E,Üsküdar,77
K,Ebili,77
K,Felem,77
E,Sedaret,77
E,Haygazun,77
E,Aytürk,77
E,Onbaşı,77
K,Türküz,77
E,Bıtrıs,77
E,Tayhan,77
E,Dekman,77
K,Rebihat,77
K,Yumak,77
K,Hürkiye,77
E,Şafak,77
E,Alpagut,77
K,Nanuş,77
E,Ergüner,77
K,Nurdil,77
K,Siman,77
K,Yılser,77
K,Gülsoy,77
E,Miralay,77
E,Firaz,77
K,Gökhan,77
K,Zülbent,77
K,Yeranuhi,77
K,Maksure,77
E,Pirhasan,76
E,Hüdavendigar,76
K,Bilgay,76
E,Salo,76
K,Nariban,76
E,Baz,76
E,İltan,76
E,Berkcan,76
K,Muşka,76
K,Mise,76
E,Hafif,76
E,Mehmetakif,76
E,Kıco,76
E,Demo,76
E,Tabib,76
E,Beklan,76
E,Yasemin,76
K,Bezey,76
E,Zeydo,76
K,Sabra,76
K,Koyun,76
K,Mezküre,76
K,Liriya,76
K,Başar,76
K,Piyale,76
K,Ayyıldız,76
E,Günver,76
K,Berkan,76
K,Mehet,76
K,Kaide,76
K,Bijen,76
K,Lisangül,76
E,Tırhi,75
E,Doktor,75
K,Çağda,75
E,Bislim,75
K,Zebibe,75
K,Leyhan,75
E,Songür,75
E,Kebir,75
E,Apaydın,75
E,Durgun,75
E,Alan,75
K,Müşra,75
E,Saylan,75
K,Ebrike,75
E,Alidede,75
K,Gülgonca,75
K,Hemsiye,75
E,Musai,75
K,Bilfer,75
E,Micvel,75
E,Serdinç,75
K,Keleş,75
K,Güzella,75
E,Rojda,75
K,Soydan,75
K,Seviş,75
E,Menşur,75
E,Nurşat,75
E,Jilber,75
E,Ermiş,75
E,Dost,75
E,Altar,75
K,Şahire,75
E,Sabur,75
K,Caliye,74
K,Terane,74
K,Mezrufe,74
E,Ermiya,74
K,Miradiye,74
K,Tacinur,74
K,Bianka,74
E,Abdulvedut,74
E,Mire,74
E,Beslen,74
E,Kurtar,74
K,Sabahgül,74
K,Yalçın,74
K,Dilfikar,74
K,Mardin,74
E,Hırço,74
E,Arın,74
K,Türkşen,74
K,Taç,74
E,Müren,74
K,Kıztamam,74
K,Ezgin,74
K,Kofi,74
K,Albina,74
K,Hüsame,74
K,Şensu,74
E,Parseğ,74
K,Ankine,74
E,Atam,74
E,Türko,73
K,Şeno,73
E,Durdumehmet,73
K,Adı,73
K,Samur,73
K,Necan,73
K,Yesra,73
E,Tahattin,73
E,Salvator,73
K,Renin,73
E,Nursefa,73
E,Öncay,73
K,Cemo,73
K,Mela,73
K,Miryam,73
K,Aymer,73
K,Akkuş,73
E,Dodo,73
E,Panayot,73
E,Gürdeniz,73
E,Rabbani,73
K,Güzey,73
K,Semender,73
E,Abdulfeyyaz,73
K,Segah,73
K,Güldür,73
E,Şemso,73
E,Vaner,73
K,Madide,73
K,Enfiye,73
E,Kıyafettin,73
E,Oskihan,73
E,Besalet,73
E,Sellum,73
E,Neşettin,73
K,Orhaniye,73
E,Duruş,73
E,Cevattin,73
E,Dengiz,73
E,Kani,73
E,Feraset,73
E,Baydur,73
K,Sonser,73
K,Günten,73
K,Nino,73
K,Belgi,73
K,Neşever,73
K,Petra,73
K,Kahire,72
E,Berki,72
K,Evindar,72
E,Uluer,72
E,Şadem,72
E,Lemyaz,72
K,Nuhat,72
K,Cevi,72
E,Şıhey,72
E,Müsref,72
K,Şendil,72
E,Hıncal,72
K,Numune,72
K,Serdem,72
K,Aside,72
K,İren,72
K,Jule,72
E,Razık,72
E,Doğaner,72
K,Heidi,72
E,Fahrullah,72
K,Tulu,72
E,Hüseyinpaşa,72
K,Cansaran,72
K,Yolanda,72
E,Rana,72
E,Işıltan,72
E,Günbay,72
E,Kasap,72
E,Erman,72
K,Gülmira,72
K,Yorgiya,72
K,Constanta,72
E,Demirkan,72
E,Şemset,72
E,Ocak,72
K,Pirinç,72
E,Lüveren,71
K,Tenay,71
E,Hakkari,71
E,Engür,71
K,Antonina,71
K,Adnan,71
K,Ganna,71
K,Elihan,71
E,Cevdettin,71
E,Bahtışen,71
E,Şahnur,71
E,Hizeyim,71
E,Uçman,71
E,Şems,71
E,Ataş,71
K,Aydo,71
E,Duru,71
E,Miftar,71
E,Candar,71
E,Nedat,71
K,İstifa,71
K,Alkım,71
E,Efkar,71
E,Şeval,71
E,Agim,71
K,Zoi,71
K,Fotini,71
E,Teberdar,71
E,Todori,71
E,Hayber,71
K,Fersun,71
K,Şenkız,71
E,Cesaret,71
E,Taylant,71
E,Aşkar,71
K,Bürge,71
E,Burtay,71
K,İspir,71
E,Payo,71
K,Perim,71
K,Mamık,71
E,Hanahmet,71
E,Yörük,71
E,Muteber,70
K,Günsev,70
K,Mekine,70
K,Yosun,70
E,Yurdakan,70
E,Nutku,70
E,Halip,70
E,Sayıl,70
E,Bilkay,70
E,Seyfun,70
K,Efiç,70
K,Baraf,70
K,Ateş,70
E,Abbaskulu,70
E,Cevo,70
K,Nurşat,70
E,Serap,70
E,Yaylabeyi,70
E,Sevin,70
K,Şifanaz,70
E,Ecmain,70
K,Şehlevent,70
K,Harbi,70
E,Cahittin,70
E,Johannes,70
K,Yester,70
K,Mukbile,70
E,Sincan,70
K,Halyaz,70
E,Kore,70
E,Kozan,70
E,Beyazittin,70
K,Ekber,70
E,Günsel,70
K,Marcela,70
E,Henis,70
E,Vartkes,69
E,Nazik,69
E,Namettin,69
E,Züriye,69
K,Duysal,69
K,Azya,69
K,Türel,69
K,Şamdan,69
E,Binbaşı,69
E,Erk,69
K,Gülaltun,69
K,Seyithanım,69
E,Varlık,69
K,Ehliye,69
K,Doris,69
E,Yenilmez,69
