Cinsiyet,İsim,Taşıyan Kişi Sayısı
K,Matilda,132
K,Matlube,220
K,Matra,831
K,Matta,10
K,Maureen,20
K,Mava,216
K,Mavşan,195
K,Maver,776
K,Maverde,41
K,Maviş,10.805
K,Mavişen,282
K,Mavigül,436
K,Mavili,1.354
K,Mavipaşa,31
K,Maviye,4.358
K,May,35
K,Maya,2.945
K,Mayda,136
K,Mayise,401
K,Maynur,1.185
K,Mayranuş,17
K,Mayreni,35
K,Mazalto,232
K,Mazhar,47
K,Maziye,350
K,Mazlumşah,85
K,Mazlume,2.516
K,Mazrufe,26
K,Mazule,276
K,Meşale,17
K,Meşediye,48
K,Meşhude,306
K,Meşhure,641
K,Meşiyet,15
K,Meşküre,3.581
K,Meşkule,344
K,Meşrutiyet,8
K,Mebruke,1.522
K,Mebrure,3.961
K,Mebruze,54
K,Mebuse,184
K,Mebzul,14
K,Mecbure,17.569
K,Mecdiye,60
K,Mecdude,13
K,Meclum,13
K,Mecnun,184
K,Medeniyet,56
K,Medet,190
K,Medi,1.259
K,Mediha,53.002
K,Medine,121.898
K,Medya,145
K,Mefa,135
K,Mefail,28
K,Mefharet,4.234
K,Mefküre,1.431
K,Mefruka,14
K,Mefruze,103
K,Meftune,1.948
K,Mefture,67
K,Megi,39
K,Mehasin,5
K,Mehcure,300
K,Mehdiye,5.091
K,Mehet,76
K,Mehlika,2.02
K,Mehmet,234
K,Mehpare,3.257
K,Mehrengiz,4
K,Mehri,7.899
K,Mehru,21
K,Mehtap,39.466
K,Mehveş,383
K,Mekan,135
K,Mekehan,94
K,Mekine,70
K,Mekiye,7.792
K,Meknun,15
K,Mekselina,32
K,Mektup,114
K,Mela,73
K,Melahat,118.815
K,Melaike,39
K,Melal,154
K,Melanie,89
K,Melda,3.99
K,Melek,196.629
K,Melekşah,792
K,Melekşan,421
K,Melekber,409
K,Meleke,1.259
K,Melekhan,212
K,Meleki,319
K,Meleknaz,481
K,Meleknur,113
K,Melekrihan,41
K,Meleksima,379
K,Melekzat,27
K,Melesi,1.384
K,Melhem,111
K,Meliş,277
K,Melice,705
K,Meliha,132.554
K,Melike,36.745
K,Meline,349
K,Melis,5.365
K,Meliye,1.305
K,Melo,188
K,Melodi,87
K,Melpomeni,14
K,Meltem,28.425
K,Melul,47
K,Member,43
K,Memduha,10.503
K,Memey,174
K,Memi,1.962
K,Memiş,132
K,Memican,246
K,Memleket,11
K,Memnune,22.58
K,Memune,164
K,Menal,155
K,Menar,19
K,Menşure,23.607
K,Menci,5.755
K,Menco,100
K,Mendübe,8
K,Menderes,41
K,Mendi,25
K,Mendife,444
K,Meneş,749
K,Menekşe,44.09
K,Menendi,738
K,Menfa,16
K,Menfiat,465
K,Menfiye,1.182
K,Menfure,132
K,Menfuse,33
K,Mengü,46
K,Meni,126
K,Menice,8.524
K,Menije,21
K,Menire,262
K,Mensiye,77
K,Mensube,38
K,Mensure,6.55
K,Menteşe,237
K,Menuş,807
K,Menzer,352
K,Menzi,54
K,Menzile,560
K,Menzume,30
K,Menzure,175
K,Mera,57
K,Merak,221
K,Merakzemin,45
K,Meral,94.18
K,Meram,272
K,Meran,117
K,Meray,317
K,Merbuze,59
K,Mercan,17.522
K,Mercedes,14
K,Merci,182
K,Mercihan,141
K,Merda,64
K,Merdüm,35
K,Merdane,946
K,Merdin,402
K,Merdinaz,34
K,Merdiye,3.576
K,Merese,717
K,Merfa,96
K,Merfua,26
K,Mergül,606
K,Mergüze,316
K,Mergube,830
K,Merhaba,978
K,Merhamet,137
K,Meriç,1.181
K,Meriş,1.484
K,Merişan,325
K,Meride,39
K,Merife,45
K,Merih,2.157
K,Merihan,280
K,Merinaz,145
K,Merivan,54
K,Meriye,1.087
K,Merizat,55
K,Merkada,32
K,Mermer,174
K,Mermiye,88
K,Mernuş,92
K,Merro,60
K,Mersa,42
K,Mersin,164
K,Mersiye,1.63
K,Mersude,42
K,Mertem,49
K,Mervan,63
K,Merve,50.486
K,Meryem,483.216
K,Meryemana,1.675
K,Meryemhan,159
K,Merzuka,2.39
K,Merzumelek,11
K,Mesadet,463
K,Mesadiye,86
K,Mesbure,39
K,Mesel,9
K,Meserret,1.627
K,Mesiha,419
K,Mesine,96
K,Mesire,174
K,Mesliha,42
K,Mesme,563
K,Mesmia,26
K,Mesna,29
K,Mesnet,149
K,Mesrule,194
K,Mesrure,4.823
K,Mestan,150
K,Mestinaz,116
K,Mesture,1.636
K,Mesude,28.966
K,Mesule,223
K,Mesune,52
K,Mesure,2.764
K,Metanet,190
K,Methiye,5.794
K,Methusena,12
K,Metin,405
K,Meva,2.72
K,Mevail,66
K,Mevşure,249
K,Mevcude,244
K,Mevhibe,2.734
K,Meviş,164
K,Mevkiye,67
K,Mevla,192
K,Mevlüde,80.282
K,Mevlük,39
K,Mevlüthan,109
K,Mevlane,298
K,Mevlide,3.305
K,Mevliye,1.655
K,Mevlo,40
K,Mevra,580
K,Mevriye,475
K,Mevsim,307
K,Mevziye,146
K,Mevzune,90
K,Mey,32
K,Meyan,110
K,Meyase,2.73
K,Meyhanım,393
K,Meyli,842
K,Meymenet,625
K,Meymo,1.498
K,Meymune,1.629
K,Meyri,1.78
K,Meysan,4
K,Meysere,392
K,Meysun,449
K,Meyva,95
K,Meyveş,204
K,Meyye,137
K,Meyyo,31
K,Mezbure,559
K,Mezide,456
K,Meziha,108
K,Meziyet,3.616
K,Mezküre,76
K,Mezmure,63
K,Mezrufe,74
K,Mezune,92
K,Mezure,14
K,Midem,47
K,Mihaela,246
K,Mihal,69
K,Mihan,211
K,Mihane,272
K,Mihdiye,4.488
K,Mihman,346
K,Mihnet,38
K,Mihrace,309
K,Mihran,56
K,Mihrap,253
K,Mihrem,511
K,Mihri,3.186
K,Mihrişah,149
K,Mihriban,25.016
K,Mihrican,5.213
K,Mihridil,4
K,Mihrigül,105
K,Mihrimah,211
K,Mihrinaz,3.654
K,Mihrinnisa,203
K,Mihrinur,206
K,Mihriye,9.026
K,Mihrizat,310
K,Mikelsun,9
K,Milat,19
K,Milay,102
K,Milena,41
K,Milhan,273
K,Milliye,157
K,Milo,14
K,Milta,90
K,Mimi,152
K,Mimiş,13
K,Mimoza,22
K,Mina,905
K,Minadiye,510
K,Minaye,98
K,Minciye,795
K,Mine,50.431
K,Mineş,822
K,Minel,206
K,Miner,93
K,Minevver,2.448
K,Minhaç,17
K,Mini,255
K,Minise,138
K,Minnaz,895
K,Minnet,1.063
K,Minnoş,57
K,Minnur,68
K,Mino,30
K,Minoş,57
K,Minta,431
K,Mintan,334
K,Minte,88
K,Minu,13
K,Minva,41
K,Mioara,14
K,Mira,43
K,Miraç,1.034
K,Miradiye,74
K,Miral,310
K,Miran,1.291
K,Miranda,25
K,Mirari,1.114
K,Mirat,201
K,Miray,3.136
K,Mircey,323
K,Mirdisi,692
K,Mireş,134
K,Mirey,171
K,Miro,146
K,Mirsade,218
K,Mirvari,56
K,Mirvet,98
K,Miryam,73
K,Misal,232
K,Misbah,34
K,Mise,76
K,Miskal,1.56
K,Misket,278
K,Miski,174
K,Miskine,146
K,Misli,596
K,Mislina,50
K,Misliye,223
K,Misri,1.766
K,Miti,16
K,Miyase,40.856
K,Mizan,61
K,Mizgin,822
K,Mizyal,45
K,Molla,826
K,Momi,317
K,Monika,228
K,Morgül,128
K,Morik,59
K,Muadil,26
K,Mualla,22.24
K,Muammer,4.884
K,Muattar,483
K,Muaviye,82
K,Muğber,29
K,Muşi,35
K,Muşka,76
K,Muşmula,48
K,Muğriye,634
K,Muayyen,31
K,Muazzem,259
K,Muazzez,47.4
K,Mubahat,730
K,Mucibe,456
K,Mucide,141
K,Mucire,80
K,Mucize,683
K,Muhabbet,13.607
K,Muhacir,149
K,Muhalhel,4
K,Muharrem,543
K,Muhbet,6.338
K,Muhbire,38
K,Muhdiye,1.07
K,Muhfiye,151
K,Muhide,596
K,Muhlise,7.399
K,Muhsine,16.488
K,Muhteşem,474
K,Muhtediye,91
K,Muhterem,10.169
K,Muhtesime,138
K,Muine,108
K,Mukaddem,299
K,Mukadder,23.399
K,Mukadderat,50
K,Mukaddes,48.988
K,Mukbile,70
K,Mukime,1.171
K,Mumi,360
K,Munise,16.813
K,Muntazam,37
K,Munzire,59
K,Muradiye,18.773
K,Muratka,120
K,Muriel,20
K,Mursine,80
K,Musabiye,126
K,Musaffa,181
K,Musaliye,312
K,Musavat,676
K,Musavver,113
K,Musibet,77
K,Mustafa,97
K,Mutahhare,648
K,Muteber,20.57
K,Mutena,114
K,Mutia,2.487
K,Mutlu,3.246
K,Mutluay,48
K,Muvaffak,34
K,Muzaffer,22.11
K,Mzevinari,5
K,Mzia,28
K,Nübüvvet,89
K,Nüfer,101
K,Nühübe,154
K,Nüket,5.8
K,Nükte,233
K,Nümeyra,7
K,Nüseybe,78
K,Nüteyla,8
K,Nüveyde,93
K,Nüveyre,92
K,Nüzhet,1.047
K,Nüzhetüzzaman,2
K,Naşide,5.229
K,Naşire,41
K,Nağme,87
K,Nabider,149
K,Nabil,64
K,Nabiye,591
K,Nacar,706
K,Nacide,1.266
K,Naciye,186.822
K,Nadejda,358
K,Nadide,20.073
K,Nadile,1.655
K,Nadin,102
K,Nadirşah,309
K,Nadire,47.28
K,Nadiye,25.279
K,Nadya,721
K,Nafile,2.004
K,Nafire,189
K,Nafiye,68.197
K,Nafize,5.757
K,Nagihan,25.215
K,Nahibe,857
K,Nahice,175
K,Nahide,45.725
K,Nahiye,879
K,Nahle,722
K,Naife,598
K,Naile,57.643
K,Naime,84.53
K,Naize,126
K,Nakşiye,1.852
K,Nakibe,188
K,Nakife,662
K,Nakile,100
K,Nakise,140
K,Nakiye,3.768
K,Nalan,20.376
K,Nalin,217
K,Naliye,456
K,Name,2.524
K,Namegül,140
K,Namiş,119
K,Namigar,568
K,Namire,289
K,Namiser,117
K,Namiye,2.363
K,Namlı,34
K,Nana,54
K,Nancy,39
K,Nane,223
K,Nanifer,248
K,Nano,235
K,Nanuş,77
K,Nanuli,13
K,Nar,170
K,Naran,299
K,Narşah,65
K,Nardane,2.227
K,Nargül,2.526
K,Nargüzel,2.087
K,Nargile,230
K,Narhanım,1.108
K,Narhatun,67
K,Nari,1.393
K,Narişen,176
K,Nariban,76
K,Narin,16.327
K,Narinç,2.52
K,Naringül,897
K,Nariye,3.212
K,Narkadın,352
K,Naro,83
K,Narod,36
K,Nartuhi,18
K,Nas,22
K,Nasibe,8.798
K,Nasiha,3.341
K,Nasiye,1.645
K,Nasra,1.639
K,Nataşa,30
K,Natalya,1.246
K,Natavan,25
K,Natife,84
K,Natika,125
K,Navrez,56
K,Nayat,28
K,Naz,1.065
K,Nazan,29.585
K,Nazar,243
K,Nazbiye,120
K,Nazdar,3.288
K,Nazegül,649
K,Nazende,3.383
K,Nazengül,3.297
K,Nazenin,696
K,Nazhanım,1.781
K,Nazi,8.798
K,Naziat,4
K,Nazife,132.292
K,Nazik,24.194
K,Nazikar,3.687
K,Nazikbeden,9
K,Nazike,14.659
K,Nazikter,1.054
K,Nazile,18.631
K,Nazime,35.753
K,Nazire,65.87
K,Naziver,184
K,Naziye,9.207
K,Nazlı,87.183
K,Nazlım,222
K,Nazlife,466
K,Nazliye,3.866
K,Nazmiye,161.992
K,Nazo,1.89
K,Nazperver,14
K,Nazriye,151
K,Neam,515
K,Neşe,46.363
K,Neşegül,693
K,Neşever,73
K,Neşide,1.758
K,Neşmiye,507
K,Neşriye,32
K,Nebahat,76.578
K,Nebat,4.731
K,Nebe,2
K,Nebibe,2.713
K,Nebide,121
K,Nebiha,8.189
K,Nebile,7.176
K,Nebiye,22.4
K,Necan,73
K,Necat,931
K,Necatiye,120
K,Necdet,544
K,Necdiye,154
K,Necef,49
K,Necibe,36.766
K,Necife,2.587
K,Neciha,528
K,Necile,819
K,Necime,1.724
K,Necla,161.632
K,Necman,18
K,Necminisa,37
K,Necmiser,37
K,Necmiye,58.827
K,Neco,40
K,Necrife,66
K,Necude,1.175
K,Necva,459
K,Neda,618
K,Nedibe,178
K,Nediman,251
K,Nedime,27.06
K,Nedret,6.957
K,Nedura,13
K,Nedva,139
K,Nefaset,27
K,Nefci,82
K,Neferiye,83
K,Nefide,1.716
K,Nefika,1.268
K,Nefin,18
K,Nefise,43.662
K,Nefiye,5.755
K,Nefize,9.093
K,Nefnef,31
K,Nefo,144
K,Nefus,639
K,Negüzel,12
K,Nehal,261
K,Nehar,308
K,Nehir,3.653
K,Nejan,7
K,Nejat,95
K,Nektar,98
K,Neli,63
K,Nelli,114
K,Nemet,34
K,Nemhatun,128
K,Nemide,1.436
K,Nemika,786
K,Nemletullah,3
K,Nemuş,95
K,Nemziye,122
K,Nene,2.666
K,Neptün,124
K,Nercihan,68
K,Nerdin,114
K,Nergün,291
K,Nergiz,25.412
K,Nerihan,91
K,Neriman,108.948
K,Neris,7
K,Nermil,59
K,Nermin,99.639
K,Nermiye,1.99
K,Nerzan,142
K,Nesep,626
K,Nesibe,43.385
K,Nesil,354
K,Nesime,14.407
K,Nesin,142
K,Nesire,338
K,Nesiye,512
K,Nesli,5.528
K,Neslişah,628
K,Nesligül,318
K,Neslihan,79.656
K,Neslo,63
K,Neso,84
K,Nesren,10
K,Nesrin,63.395
K,Nesriye,351
K,Nestan,8
K,Nesteren,161
K,Netice,6.511
K,Neva,115
K,Nevüm,24
K,Neval,5.819
K,Nevay,19
K,Nevşin,298
K,Nevaziye,49
K,Nevbahar,401
K,Nevber,666
K,Nevcihan,1.409
K,Nevcivan,1.33
K,Neveda,49
K,Nevel,264
K,Nevert,27
K,Neveser,99
K,Nevgül,216
K,Nevgün,68
K,Nevgüzel,13
K,Nevhayal,21
K,Nevhayat,21
K,Nevhibe,40
K,Nevhilal,42
K,Nevhiz,146
K,Nevide,1.783
K,Nevil,957
K,Nevim,11.065
K,Nevin,65.74
K,Nevit,34
K,Neviye,458
K,Nevlan,19
K,Nevnihal,120
K,Nevra,1.456
K,Nevres,2.42
K,Nevreste,1.087
K,Nevrigül,216
K,Nevrik,68
K,Nevriye,25.779
K,Nevruz,10.043
K,Nevsal,224
K,Nevvare,331
K,Nevzat,2.68
K,Nevzer,1.382
K,Nevziye,1.055
K,Neyire,777
K,Neylan,479
K,Neyran,444
K,Neyyo,349
K,Neyyule,710
K,Nezafet,1.856
K,Nezahat,68.878
K,Nezaket,41.344
K,Nezan,214
K,Nezaret,64
K,Nezel,106
K,Nezete,946
K,Nezide,624
K,Neziha,57.785
K,Nezire,12.082
K,Nezla,329
K,Nişan,681
K,Nişanuhi,8
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nişanyan Adlar - Türkiye Kişi Adları Sözlüğü</title,
K,Nicoleta,185
K,Nida,3.112
K,Nidal,52
K,Nidem,164
K,Nigar,50.551
K,Nigari,177
K,Nihade,668
K,Nihal,57.136
K,Nihan,6.777
K,Nihari,1.599
K,Nihavent,31
K,Nihayet,5.215
K,Nikter,12
K,Nil,3.472
K,Nilüfer,44.318
K,Nilay,10.39
K,Nilşah,40
K,Nilberk,48
K,Nilda,558
K,Nilgül,2.396
K,Nilgün,50.373
K,Nilhan,658
K,Nilsen,134
K,Nilsu,241
K,Nimet,94.987
K,Nimetullah,88
K,Nimname,118
K,Nimoş,141
K,Nina,473
K,Nine,136
K,Nino,73
K,Ninva,17
K,Nirva,26
K,Nirvana,17
K,Nisa,2.235
K,Nisan,1.404
K,Nisbet,2.171
K,Nisfi,165
K,Nisficihan,1.374
K,Nisi,157
K,Nisvane,53
K,Nita,15
K,Niver,123
K,Niyar,48
K,Niyaze,1.425
K,Niyet,92
K,Nizamiye,196
K,Nizbet,110
K,Noemi,38
K,Nofa,5.596
K,Nokta,3.215
K,Nora,83
K,Noren,11
K,Norma,26
K,Noyan,49
K,Nuşin,132
K,Nuşu,59
K,Nubar,1.954
K,Nubari,68
K,Nufel,217
K,Nuhat,72
K,Nujin,48
K,Numune,72
K,Nuna,211
K,Nunuş,326
K,Nupelda,32
K,Nur,35.637
K,Nurçin,1.269
K,Nural,3.883
K,Nuran,95.06
K,Nuray,106.445
K,Nurşah,708
K,Nurayan,356
K,Nurşan,1.069
K,Nurşat,70
K,Nuraydın,196
K,Nurşen,31.955
K,Nurşide,427
K,Nurşin,514
K,Nurbahar,138
K,Nurbanu,1.324
K,Nurben,481
K,Nurbet,122
K,Nurbeyaz,50
K,Nurbibi,32
K,Nurbige,22
K,Nurcan,99.442
K,Nurcay,312
K,Nurcemal,203
K,Nurcihan,7.868
K,Nurdagül,2.909
K,Nurdal,225
K,Nurdan,29.202
K,Nurdane,10.179
K,Nurdanur,220
K,Nurdeniz,79
K,Nurdil,77
K,Nurdilek,64
K,Nurdoğan,865
K,Nure,14.143
K,Nurefşan,314
K,Nurel,642
K,Nurfadiye,291
K,Nurfen,114
K,Nurfer,350
K,Nurfeza,46
K,Nurfidan,183
K,Nurfil,100
K,Nurgül,54.314
K,Nurgün,1.973
K,Nurgen,350
K,Nurhak,162
K,Nurhal,129
K,Nurhan,42.81
K,Nurhanım,359
K,Nurhat,67
K,Nurhayat,27.31
K,Nurhilal,94
K,Nuri,6.621
K,Nurişah,42
K,Nuride,102
K,Nurife,767
K,Nurigar,152
K,Nurik,97
K,Nurinaz,228
K,Nurinisa,600
K,Nurinnihar,4
K,Nurise,499
K,Nuristan,60
K,Nuriye,185.619
K,Nuriyezdan,86
K,Nurkız,126
K,Nurkadın,1.633
K,Nurkan,468
K,Nurlan,148
K,Nurlu,290
K,Nurmelek,109
K,Nuroj,7
K,Nurol,170
K,Nurpınar,32
K,Nurpaşa,40
K,Nurper,619
K,Nursaç,152
K,Nursabah,412
K,Nurseda,94
K,Nursefa,767
K,Nursel,44.441
K,Nursen,17.389
K,Nurseren,1.537
K,Nurses,90
K,Nurseven,1.682
K,Nursima,229
K,Nursiye,204
K,Nursun,345
K,Nurtaç,1.447
K,Nurtap,52
K,Nurtekin,90
K,Nurten,133.947
K,Nurtop,329
K,Nuruş,539
K,Nurulhuda,730
K,Nurver,294
K,Nurvet,702
K,Nurzade,287
K,Nurzaman,10
K,Nurzen,93
K,Nurziye,115
K,Nusiye,115
K,Nusret,2.223
K,Nutfiye,2.57
K,Nuvart,616
K,Oğey,118
K,Oğul,219
K,Oben,139
K,Ocey,217
K,Odil,48
K,Ofa,125
K,Ofelya,61
K,Ogün,43
K,Ojeni,272
K,Okşan,1.577
K,Okşar,17
K,Oksana,250
K,Olay,15
K,Olcan,62
K,Olcay,7.055
K,Olena,204
K,Olesya,35
K,Olga,970
K,Olgay,15
K,Olgu,163
K,Olgun,86
K,Olimpia,23
K,Olivia,25
K,Onay,82
K,Onur,872
K,Onyıl,13
K,Oral,21
K,Ordi,64
K,Orhaniye,73
K,Orkide,408
K,Oro,88
K,Oruç,2.68
K,Osanna,225
K,Oski,28
K,Osman,119
K,Osmanlı,12
K,Oya,20.717
K,Oylum,362
K,Oysandık,61
K,Oytun,68
K,Ozan,46
K,Pıllak,44
K,Pınar,74.812
K,Pırıl,371
K,Pırılay,35
K,Pırlanta,148
K,Pıtırcık,10
K,Püren,230
K,Pürnaz,20
K,Pürnur,77
K,Püste,123
K,Püten,6
K,Paşa,1.28
K,Paşabaton,19
K,Paşako,12
K,Paşiye,221
K,Paşo,32
K,Padi,157
K,Pakinur,94
K,Pakistan,120
K,Pakiye,139
K,Pakize,86.957
K,Palaz,35
K,Palomba,34
K,Pamela,27
K,Pamir,48
K,Pamuş,674
K,Pamuk,18.198
K,Panayota,69
K,Paney,90
K,Pangulot,20
K,Pantuş,508
K,Papatya,337
K,Papi,559
K,Papo,324
K,Paransem,19
K,Paraskevi,160
K,Paris,58
K,Parla,47
K,Parlak,1.488
K,Parmaksız,4
K,Pati,53
K,Patigül,11
K,Patimat,13
K,Patricia,180
K,Paula,135
K,Paulette,28
K,Pauline,160
K,Payam,1.143
K,Payende,193
K,Payidar,40
K,Payline,18
K,Payton,164
K,Pazen,46
K,Pedriye,166
K,Pekşen,15
K,Pekgüzel,21
K,Peknur,78
K,Pelageya,12
K,Pelda,80
K,Pelgüzar,114
K,Pelin,15.064
K,Peluze,712
K,Pemile,27
K,Pemra,81
K,Penbe,67.447
K,Penbegül,1.384
K,Penbiş,395
K,Pendiye,130
K,Penzehir,33
K,Peprone,26
K,Pera,132
K,Perçem,49
K,Percihan,181
K,Perdane,486
K,Perde,331
K,Perdeneşin,180
K,Peren,96
K,Peri,7.358
K,Periş,96
K,Perişah,59
K,Perişan,19.792
K,Peride,60
K,Perihan,122.654
K,Perim,71
K,Periman,138
K,Perin,360
K,Perinaz,3.321
K,Perinisa,65
K,Perinur,68
K,Perisiman,68
K,Perivan,81
K,Periye,358
K,Perizade,11.208
K,Perizan,413
K,Perla,131
K,Permin,545
K,Permude,5
K,Pero,2.887
K,Perran,560
K,Peruz,284
K,Peruze,8.309
K,Pervane,306
K,Pervaz,22
K,Perver,346
K,Pervin,17.885
K,Pesent,17
K,Petek,1.173
K,Petra,73
K,Petronela,44
K,Pevril,167
K,Peyam,389
K,Peykan,107
K,Peyker,753
K,Peyman,604
K,Peymane,23
K,Peyruze,7.562
K,Pezük,98
K,Phyllis,12
K,Pia,14
K,Pierrette,24
K,Pijan,91
K,Pikar,85
K,Piltan,560
K,Pinelopi,17
K,Pipi,10
K,Piraye,428
K,Pirbez,25
K,Pirey,229
K,Piri,198
K,Piriman,49
K,Pirin,14
K,Pirinç,72
K,Pirnaz,83
K,Piruze,5.494
K,Pirzan,27
K,Piti,184
K,Piyale,76
K,Polat,56
K,Polen,18
K,Polikseni,22
K,Polisa,11
K,Popo,3
K,Poreş,169
K,Pori,667
K,Porsor,1.202
K,Portakal,647
K,Porzirin,6
K,Potak,83
K,Prenses,51
K,Priscilla,8
K,Puşi,535
K,Puşuli,139
K,Pullu,2.169
K,Pulur,21
K,Punpul,1.708
K,Pupu,275
K,Pupuş,693
K,Pupuze,100
K,Puri,211
K,Rıda,98
K,Rıdvan,447
K,Rıfkiye,879
K,Rızkat,548
K,Rızkiye,1.419
K,Rüçhan,576
K,Rüştiye,987
K,Rüdabe,14
K,Rüküş,1.475
K,Rükna,162
K,Rüksan,670
K,Rüveyde,12.86
K,Rüveyha,7
K,Rüveysa,6
K,Rüya,2.366
K,Rüzgar,338
K,Raşa,7
K,Rağda,624
K,Raşel,902
K,Raşide,2.895
K,Raşiye,69
K,Raban,37
K,Rabia,192.192
K,Rabiş,2.69
K,Rabibe,31
K,Rabiha,1.738
K,Rabihan,167
K,Rabile,106
K,Rabua,432
K,Raciye,1.401
K,Radife,4.049
K,Radiye,4.382
K,Rados,166
K,Rafet,1.991
K,Rafia,3.013
K,Ragibe,3.032
K,Rahat,25
K,Rahşan,4.471
K,Rahibe,791
K,Rahide,291
K,Rahile,5.253
K,Rahime,157.36
K,Rahiye,313
K,Rahman,214
K,Rahmet,731
K,Rahmiye,10.143
K,Raide,152
K,Raife,18.238
K,Raika,613
K,Raisa,277
K,Raize,453
K,Rakibe,4.276
K,Rakide,204
K,Rakiye,2.481
K,Rakkuş,487
K,Ramazane,340
K,Ramile,247
K,Ramize,5.847
K,Ramona,32
K,Rana,4.014
K,Raniye,96
K,Raset,97
K,Rasiha,99
K,Rasile,33
K,Rasime,13.969
K,Ratibe,2.293
K,Raufe,95
K,Ravda,148
K,Raviye,1.102
K,Ravza,525
K,Rayegan,29
K,Rayet,113
K,Rayiha,45
K,Raymonde,20
K,Raz,1.613
K,Razime,242
K,Raziye,113.845
K,Rea,10
K,Reşa,4
K,Reşadiye,716
K,Reşan,259
K,Reşi,660
K,Reşide,8.53
K,Reşinaz,36
K,Rebap,46
K,Rebeka,298
K,Rebia,1.653
K,Rebihat,77
K,Reca,64
K,Recebiye,1.885
K,Recibe,317
K,Recve,185
K,Redde,1.149
K,Refa,355
K,Refah,319
K,Refakat,258
K,Refan,187
K,Refia,4.964
K,Refide,769
K,Refiga,325
K,Refika,34.571
K,Refiye,26.447
K,Refref,271
K,Regaip,581
K,Reha,208
K,Rehan,524
K,Rehber,92
K,Reise,50
K,Rejin,222
K,Rekiman,66
K,Remide,142
K,Remime,52
K,Remiye,121
K,Remla,28
K,Remze,284
K,Remziye,148.574
K,Rena,185
K,Renan,292
K,Renate,130
K,Rencus,342
K,Rene,67
K,Rengül,584
K,Rengin,1.969
K,Renginar,438
K,Renginaz,104
K,Rengiz,31
K,Renin,73
K,Repeka,13
K,Resan,101
K,Reside,344
K,Resmigül,4.84
K,Resmigüzel,40
K,Resminur,31
K,Resmiye,27.499
K,Resule,155
K,Reva,99
K,Revan,85
K,Revasiye,1.37
K,Revşan,665
K,Revşen,200
K,Revşi,2.027
K,Revhiye,51
K,Revide,134
K,Revnak,52
K,Revzete,1.411
K,Reyhan,73.321
K,Reyna,216
K,Reyya,771
K,Reyyan,288
K,Rezan,6.544
K,Reziha,58
K,Rezika,528
K,Rezin,12
K,Riayet,56
K,Ribaşa,339
K,Ridade,15
K,Rifa,1.147
K,Rifade,135
K,Rifat,223
K,Rifka,77
K,Rihami,12
K,Rihayle,271
K,Rikkat,100
K,Rime,1.776
K,Rina,63
K,Rindi,5.771
K,Risalet,959
K,Rita,378
K,Riva,23
K,Rivayet,763
K,Riyaze,93
K,Rizbar,366
K,Roberta,12
K,Rodica,62
K,Rodrik,2
K,Rohat,30
K,Rojbin,263
K,Rojda,916
K,Rojhat,61
K,Rojin,168
K,Romina,56
K,Ronayi,187
K,Ronit,6
K,Rosalina,29
K,Rosemarie,63
K,Roswitha,45
K,Roxana,14
K,Roya,23
K,Roysi,9
K,Roza,1.031
K,Roza2,42
K,Rozalia,42
K,Rozan,66
K,Rozbibi,29
K,Rozerin,26
K,Rozet,138
K,Rozin,85
K,Ruşen,3.804
K,Rubaşe,486
K,Rubabe,336
K,Rubbiye,162
K,Rubiye,399
K,Rudil,188
K,Rudiye,54
K,Rufe,240
K,Rufiye,828
K,Ruhan,2.305
K,Ruhane,856
K,Ruhat,692
K,Ruhşen,641
K,Ruhber,62
K,Ruhevza,743
K,Ruhi,1.927
K,Ruhile,49
K,Ruhinaz,1.077
K,Ruhine,32
K,Ruhinisa,5
K,Ruhiye,6.363
K,Ruhize,155
K,Ruhsan,508
K,Ruhsar,1.594
K,Ruhsat,1.098
K,Ruhsel,339
K,Ruhtan,13
K,Ruhugül,546
K,Ruken,2.455
K,Rukiye,159.385
K,Rukman,118
K,Rume,13
K,Rumet,8
K,Rumeyla,89
K,Rumeysa,1.971
K,Rumiye,515
K,Rumman,30
K,Rusalet,11
K,Ruskat,742
K,Rusudan,25
K,Ruth,110
K,Ruva,20
K,Ruzbiye,103
K,Ruze,67
K,Ruziye,5.947
K,Sıdıka,128.855
K,Sıddı,864
K,Sıdo,39
K,Sıhhat,443
K,Sıla,1.326
K,Sılto,660
K,Sırma,9.201
K,Sırrıye,705
K,Sıtkiye,2.179
K,Söhben,44
K,Sönmez,1.103
K,Söylem,14
K,Söylemez,1.026
K,Söyler,68
K,Sözen,256
K,Sübeyde,182
